start,count
"(1398, 460, 2103)","(40, 52, 59)"
"(2373, 548, 2319)","(45, 73, 38)"
"(1823, 538, 628)","(24, 75, 69)"
"(1222, 695, 119)","(65, 70, 27)"
"(1062, 430, 144)","(47, 38, 69)"
"(1486, 406, 1701)","(71, 41, 43)"
"(843, 208, 1166)","(54, 49, 47)"
"(1071, 337, 982)","(89, 39, 35)"
"(930, 185, 2560)","(49, 61, 39)"
"(155, 618, 2377)","(32, 92, 41)"
"(859, 371, 1223)","(51, 80, 30)"
"(1132, 52, 1006)","(47, 79, 34)"
"(2427, 556, 1374)","(40, 56, 55)"
"(671, 365, 2126)","(68, 28, 64)"
"(973, 384, 1237)","(34, 59, 62)"
"(1670, 615, 1678)","(48, 35, 73)"
"(455, 390, 1306)","(73, 28, 59)"
"(1150, 93, 1045)","(59, 33, 64)"
"(1095, 34, 328)","(56, 41, 53)"
"(1096, 174, 777)","(52, 47, 51)"
"(544, 87, 2033)","(37, 46, 73)"
"(1471, 246, 1219)","(49, 50, 51)"
"(827, 163, 1116)","(23, 69, 77)"
"(1558, 243, 1517)","(57, 30, 74)"
"(1156, 418, 1874)","(58, 48, 44)"
"(385, 611, 201)","(73, 24, 70)"
"(1307, 767, 1111)","(67, 42, 44)"
"(1297, 711, 2538)","(35, 57, 62)"
"(612, 70, 3300)","(35, 68, 51)"
"(619, 505, 2528)","(76, 41, 40)"
"(1141, 231, 1654)","(59, 54, 38)"
"(1065, 312, 1991)","(26, 65, 73)"
"(726, 713, 3371)","(70, 29, 60)"
"(1715, 409, 1468)","(67, 38, 48)"
"(1136, 386, 2165)","(65, 23, 84)"
"(1654, 232, 1450)","(47, 67, 39)"
"(733, 392, 1817)","(53, 57, 41)"
"(1202, 609, 2057)","(45, 64, 42)"
"(2473, 225, 1588)","(61, 67, 30)"
"(2306, 356, 1113)","(38, 66, 49)"
"(1133, 763, 823)","(37, 64, 52)"
"(1729, 442, 1473)","(61, 34, 59)"
"(713, 249, 2020)","(55, 36, 63)"
"(817, 374, 1206)","(40, 52, 60)"
"(630, 222, 1739)","(40, 45, 69)"
"(1646, 623, 1989)","(53, 56, 42)"
"(889, 355, 1586)","(51, 42, 58)"
"(1396, 728, 388)","(43, 51, 56)"
"(515, 398, 1285)","(40, 68, 46)"
"(500, 360, 886)","(31, 59, 67)"
"(551, 558, 446)","(45, 49, 57)"
"(671, 338, 2155)","(43, 46, 63)"
"(558, 288, 1719)","(56, 38, 58)"
"(769, 288, 1673)","(39, 61, 52)"
"(1590, 212, 1401)","(93, 27, 49)"
"(1050, 311, 1804)","(74, 69, 24)"
"(1511, 377, 1585)","(85, 24, 61)"
"(1382, 446, 1496)","(52, 55, 44)"
"(681, 252, 433)","(34, 49, 74)"
"(778, 279, 725)","(46, 59, 45)"
"(1175, 792, 1357)","(80, 43, 36)"
"(2002, 775, 274)","(39, 59, 54)"
"(1381, 572, 446)","(58, 54, 40)"
"(1439, 138, 2970)","(76, 21, 77)"
"(680, 872, 2282)","(51, 66, 37)"
"(624, 499, 1582)","(87, 23, 61)"
"(420, 468, 372)","(49, 42, 60)"
"(744, 289, 2054)","(55, 51, 44)"
"(671, 365, 2126)","(68, 28, 64)"
"(625, 52, 2122)","(44, 48, 59)"
"(1230, 328, 1697)","(54, 27, 84)"
"(1125, 579, 1419)","(57, 61, 36)"
"(2116, 178, 862)","(35, 40, 88)"
"(1262, 295, 2421)","(43, 66, 44)"
"(1527, 425, 1032)","(57, 65, 33)"
"(980, 630, 1297)","(85, 58, 25)"
"(1678, 646, 1629)","(48, 37, 70)"
"(927, 132, 683)","(33, 61, 62)"
"(952, 620, 2571)","(52, 44, 54)"
"(57, 565, 625)","(49, 57, 44)"
"(879, 206, 3205)","(53, 81, 29)"
"(2378, 237, 1086)","(36, 44, 77)"
"(816, 326, 1146)","(40, 52, 60)"
"(962, 246, 681)","(51, 62, 39)"
"(1446, 691, 1350)","(72, 61, 28)"
"(846, 454, 1324)","(59, 67, 31)"
"(1720, 264, 1429)","(27, 59, 76)"
"(1122, 385, 2131)","(42, 64, 46)"
"(1089, 638, 1331)","(33, 55, 69)"
"(1310, 783, 2270)","(57, 35, 62)"
"(683, 258, 1158)","(35, 82, 43)"
"(1623, 373, 716)","(64, 28, 68)"
"(915, 108, 912)","(47, 59, 45)"
"(898, 109, 944)","(73, 62, 28)"
"(607, 521, 2330)","(32, 86, 44)"
"(925, 351, 1280)","(71, 57, 30)"
"(1642, 655, 1094)","(64, 45, 43)"
"(1482, 305, 1743)","(33, 57, 66)"
"(849, 325, 1171)","(48, 57, 45)"
"(1155, 176, 1849)","(45, 63, 44)"
"(1569, 345, 1914)","(58, 39, 55)"
"(1308, 271, 297)","(61, 60, 34)"
"(321, 224, 1485)","(56, 69, 32)"
"(1338, 0, 1699)","(62, 27, 73)"
"(193, 287, 2725)","(35, 81, 44)"
"(82, 603, 615)","(44, 38, 75)"
"(1769, 479, 1597)","(63, 34, 57)"
"(758, 843, 1786)","(72, 65, 27)"
"(2421, 400, 2846)","(75, 77, 21)"
"(75, 251, 969)","(88, 59, 24)"
"(1532, 523, 1592)","(32, 57, 69)"
"(791, 45, 1691)","(34, 53, 69)"
"(1092, 106, 1109)","(56, 38, 58)"
"(978, 345, 1414)","(39, 44, 73)"
"(1070, 434, 1917)","(50, 40, 61)"
"(833, 374, 1250)","(74, 44, 38)"
"(98, 252, 963)","(71, 44, 40)"
"(2026, 685, 2369)","(68, 40, 46)"
"(1330, 20, 1729)","(46, 64, 42)"
"(801, 303, 689)","(40, 49, 63)"
"(839, 300, 1602)","(52, 58, 41)"
"(1334, 304, 975)","(33, 60, 63)"
"(907, 471, 1304)","(36, 41, 83)"
"(852, 216, 1119)","(79, 49, 32)"
"(1010, 604, 1403)","(61, 61, 34)"
"(540, 317, 1706)","(56, 50, 44)"
"(1442, 730, 1343)","(76, 36, 44)"
"(232, 212, 94)","(99, 35, 35)"
"(1088, 49, 1114)","(35, 89, 40)"
"(2488, 600, 1388)","(35, 65, 54)"
"(1544, 424, 1637)","(69, 34, 52)"
"(966, 338, 1284)","(53, 45, 52)"
"(932, 539, 422)","(62, 49, 41)"
"(619, 480, 2326)","(73, 23, 73)"
"(590, 300, 1713)","(57, 28, 77)"
"(1096, 647, 1302)","(38, 47, 68)"
"(1543, 448, 1384)","(66, 66, 28)"
"(1013, 230, 1212)","(60, 33, 63)"
"(757, 423, 848)","(46, 55, 49)"
"(1994, 371, 3137)","(51, 52, 47)"
"(10, 291, 1377)","(58, 28, 77)"
"(886, 448, 1331)","(39, 72, 44)"
"(1297, 318, 1691)","(40, 56, 55)"
"(1104, 50, 1118)","(34, 51, 71)"
"(2037, 464, 217)","(81, 22, 70)"
"(1075, 656, 1359)","(53, 58, 40)"
"(943, 663, 1434)","(53, 85, 27)"
"(634, 726, 820)","(48, 43, 59)"
"(1421, 301, 1730)","(63, 43, 46)"
"(1122, 743, 133)","(55, 86, 26)"
"(715, 381, 831)","(50, 65, 38)"
"(706, 234, 2053)","(52, 52, 46)"
"(885, 222, 3175)","(43, 55, 53)"
"(1004, 648, 1363)","(74, 34, 49)"
"(494, 358, 1326)","(43, 40, 71)"
"(537, 341, 899)","(54, 50, 46)"
"(902, 406, 1273)","(74, 26, 64)"
"(1050, 213, 1504)","(40, 60, 52)"
"(1081, 253, 1476)","(39, 54, 58)"
"(1073, 336, 977)","(88, 38, 35)"
"(597, 530, 2355)","(75, 58, 28)"
"(510, 434, 1555)","(75, 24, 69)"
"(805, 317, 1619)","(36, 34, 102)"
"(787, 309, 688)","(43, 59, 49)"
"(601, 288, 1707)","(38, 93, 35)"
"(23, 381, 1620)","(53, 43, 54)"
"(1406, 306, 2760)","(56, 61, 37)"
"(967, 249, 680)","(61, 33, 62)"
"(1465, 493, 1475)","(60, 35, 59)"
"(1942, 739, 857)","(65, 62, 31)"
"(1706, 385, 188)","(50, 43, 58)"
"(937, 513, 513)","(53, 45, 51)"
"(273, 382, 1342)","(43, 57, 50)"
"(905, 151, 179)","(37, 59, 56)"
"(231, 512, 2100)","(47, 54, 49)"
"(1137, 559, 1846)","(39, 78, 40)"
"(1000, 573, 1357)","(32, 69, 55)"
"(2231, 184, 1282)","(50, 41, 61)"
"(1318, 502, 1392)","(73, 35, 49)"
"(1914, 270, 2845)","(53, 49, 48)"
"(1062, 349, 3119)","(62, 38, 53)"
"(1543, 219, 1568)","(66, 46, 40)"
"(978, 600, 1358)","(44, 69, 41)"
"(44, 842, 1406)","(50, 52, 47)"
"(312, 232, 1501)","(60, 33, 62)"
"(1657, 685, 1090)","(36, 43, 79)"
"(1018, 669, 2566)","(25, 70, 71)"
"(1047, 406, 1921)","(42, 48, 62)"
"(425, 472, 375)","(37, 58, 57)"
"(1075, 39, 1081)","(45, 42, 67)"
"(1234, 216, 2031)","(46, 56, 48)"
"(919, 368, 1134)","(49, 27, 94)"
"(99, 110, 1414)","(35, 30, 116)"
"(898, 353, 1580)","(58, 65, 33)"
"(906, 466, 965)","(55, 34, 65)"
"(313, 225, 1513)","(50, 46, 54)"
"(325, 21, 582)","(47, 93, 28)"
"(714, 372, 833)","(42, 93, 31)"
"(1141, 91, 1067)","(47, 45, 58)"
"(1352, 373, 1312)","(26, 63, 76)"
"(53, 29, 961)","(26, 47, 100)"
"(1549, 41, 193)","(72, 64, 27)"
"(2227, 197, 2268)","(56, 47, 48)"
"(495, 428, 1576)","(63, 38, 52)"
"(1646, 623, 1989)","(53, 56, 42)"
"(599, 672, 684)","(62, 42, 48)"
"(1374, 391, 1404)","(72, 50, 34)"
"(602, 275, 1717)","(72, 47, 37)"
"(2067, 449, 247)","(55, 60, 37)"
"(882, 387, 1204)","(68, 31, 59)"
"(1574, 399, 1573)","(41, 50, 61)"
"(2206, 729, 1200)","(52, 37, 65)"
"(536, 320, 1708)","(54, 52, 44)"
"(1321, 579, 3015)","(32, 98, 40)"
"(1361, 372, 1319)","(49, 38, 65)"
"(1339, 161, 40)","(76, 27, 60)"
"(1255, 361, 2973)","(68, 32, 57)"
"(711, 376, 828)","(29, 51, 83)"
"(1296, 188, 0)","(57, 68, 32)"
"(665, 165, 3001)","(58, 33, 65)"
"(1261, 440, 697)","(64, 31, 63)"
"(618, 28, 2127)","(28, 73, 60)"
"(743, 423, 296)","(37, 67, 50)"
"(1158, 637, 1655)","(53, 45, 52)"
"(1382, 64, 3354)","(28, 90, 49)"
"(873, 359, 1081)","(32, 33, 116)"
"(1122, 388, 164)","(74, 67, 25)"
"(2228, 678, 2924)","(40, 56, 55)"
"(1433, 390, 1670)","(58, 32, 66)"
"(83, 460, 728)","(42, 52, 57)"
"(1002, 263, 1246)","(29, 60, 72)"
"(1727, 483, 1568)","(51, 86, 28)"
"(1051, 335, 964)","(45, 47, 58)"
"(1847, 345, 2312)","(82, 34, 45)"
"(630, 222, 1739)","(40, 45, 69)"
"(164, 504, 1190)","(73, 48, 35)"
"(851, 674, 114)","(28, 71, 59)"
"(1234, 216, 2031)","(46, 56, 48)"
"(2218, 233, 600)","(55, 63, 36)"
"(1171, 379, 2018)","(29, 66, 65)"
"(588, 403, 1505)","(29, 70, 61)"
"(582, 56, 1516)","(58, 40, 54)"
"(880, 783, 3395)","(40, 65, 48)"
"(862, 577, 1378)","(66, 26, 72)"
"(971, 549, 406)","(44, 49, 58)"
"(208, 497, 3178)","(36, 50, 68)"
"(626, 733, 2167)","(47, 46, 57)"
"(1155, 423, 2334)","(55, 55, 41)"
"(3, 29, 989)","(73, 39, 44)"
"(882, 387, 1204)","(68, 31, 59)"
"(1948, 616, 768)","(37, 78, 43)"
"(1627, 615, 1970)","(76, 40, 41)"
"(565, 247, 888)","(31, 77, 52)"
"(1473, 436, 1039)","(87, 45, 32)"
"(70, 200, 1838)","(58, 55, 39)"
"(1155, 423, 2334)","(55, 55, 41)"
"(949, 299, 1641)","(37, 74, 45)"
"(579, 388, 36)","(45, 63, 44)"
"(1089, 116, 312)","(70, 46, 38)"
"(894, 467, 1288)","(45, 41, 66)"
"(1463, 700, 1075)","(61, 42, 48)"
"(838, 473, 1309)","(67, 36, 51)"
"(837, 236, 1099)","(92, 27, 50)"
"(1607, 764, 1604)","(66, 60, 31)"
"(1110, 396, 20)","(46, 66, 41)"
"(13, 318, 1350)","(41, 74, 41)"
"(89, 460, 708)","(43, 41, 70)"
"(965, 339, 1314)","(41, 52, 58)"
"(1060, 298, 1789)","(42, 78, 38)"
"(851, 366, 1143)","(79, 23, 68)"
"(829, 418, 2245)","(44, 55, 51)"
"(783, 368, 2062)","(59, 31, 67)"
"(1117, 246, 787)","(53, 56, 42)"
"(946, 657, 2594)","(55, 49, 46)"
"(1016, 245, 937)","(34, 60, 61)"
"(1094, 417, 131)","(46, 45, 61)"
"(1515, 515, 1595)","(26, 65, 72)"
"(1170, 481, 1096)","(41, 48, 62)"
"(1155, 365, 2005)","(32, 92, 42)"
"(1378, 100, 3321)","(61, 36, 56)"
"(556, 401, 1516)","(55, 52, 43)"
"(1561, 383, 2617)","(30, 82, 50)"
"(1015, 611, 1359)","(30, 55, 76)"
"(1163, 896, 1379)","(78, 37, 43)"
"(1046, 438, 1913)","(77, 25, 63)"
"(755, 418, 830)","(49, 50, 51)"
"(1962, 64, 1825)","(55, 53, 43)"
"(1070, 361, 223)","(42, 60, 48)"
"(1365, 750, 1536)","(45, 52, 53)"
"(580, 367, 2076)","(34, 86, 41)"
"(258, 291, 1565)","(47, 43, 61)"
"(1993, 415, 971)","(39, 52, 61)"
"(1034, 342, 1982)","(67, 26, 70)"
"(546, 739, 3076)","(36, 58, 59)"
"(729, 301, 2012)","(60, 32, 64)"
"(1162, 437, 1884)","(62, 63, 32)"
"(928, 369, 1225)","(55, 51, 44)"
"(829, 419, 2200)","(27, 79, 57)"
"(1336, 375, 1220)","(66, 36, 52)"
"(412, 632, 1269)","(61, 32, 64)"
"(1585, 746, 50)","(68, 80, 23)"
"(1195, 302, 2677)","(39, 51, 62)"
"(692, 525, 1624)","(76, 36, 44)"
"(149, 270, 1211)","(83, 44, 34)"
"(456, 372, 868)","(85, 28, 52)"
"(952, 620, 2571)","(52, 44, 54)"
"(749, 581, 1843)","(48, 91, 28)"
"(1639, 220, 1418)","(32, 80, 48)"
"(1297, 557, 245)","(74, 38, 44)"
"(1946, 57, 1799)","(59, 46, 46)"
"(1576, 457, 1617)","(42, 51, 57)"
"(276, 422, 1372)","(62, 36, 55)"
"(1164, 517, 1057)","(63, 29, 68)"
"(1424, 288, 1784)","(54, 57, 40)"
"(635, 311, 1686)","(63, 31, 63)"
"(69, 119, 3)","(42, 61, 48)"
"(1079, 736, 1940)","(30, 50, 82)"
"(1028, 380, 2035)","(62, 39, 52)"
"(552, 395, 2249)","(69, 60, 30)"
"(951, 203, 267)","(44, 38, 73)"
"(1164, 647, 1652)","(37, 42, 79)"
"(22, 300, 1379)","(61, 38, 53)"
"(87, 699, 2195)","(66, 40, 47)"
"(1455, 96, 1945)","(47, 60, 44)"
"(206, 61, 2160)","(88, 33, 43)"
"(421, 243, 1382)","(72, 59, 29)"
"(1170, 458, 1874)","(57, 58, 37)"
"(1476, 414, 1709)","(31, 80, 49)"
"(1067, 329, 975)","(55, 43, 52)"
"(369, 260, 376)","(22, 69, 82)"
"(682, 250, 1803)","(33, 88, 42)"
"(517, 393, 1176)","(70, 58, 30)"
"(1015, 611, 1359)","(30, 55, 76)"
"(624, 499, 1582)","(87, 23, 61)"
"(1494, 800, 1053)","(75, 48, 34)"
"(1056, 391, 206)","(70, 32, 54)"
"(1627, 615, 1970)","(76, 40, 41)"
"(946, 297, 1256)","(32, 60, 63)"
"(843, 312, 694)","(43, 62, 46)"
"(1096, 19, 1909)","(41, 57, 53)"
"(2338, 56, 1788)","(50, 54, 46)"
"(931, 571, 377)","(31, 45, 88)"
"(1120, 636, 1108)","(50, 32, 77)"
"(1563, 443, 1579)","(32, 76, 50)"
"(542, 129, 1585)","(28, 69, 64)"
"(1494, 800, 1053)","(75, 48, 34)"
"(1038, 588, 1400)","(50, 38, 64)"
"(195, 161, 493)","(102, 40, 30)"
"(1379, 130, 1103)","(46, 50, 53)"
"(1634, 576, 1971)","(47, 51, 52)"
"(97, 111, 1414)","(42, 37, 80)"
"(69, 119, 3)","(42, 61, 48)"
"(1036, 54, 1106)","(46, 62, 43)"
"(1523, 802, 1051)","(36, 62, 55)"
"(1329, 328, 1064)","(62, 52, 39)"
"(1092, 305, 1760)","(72, 29, 59)"
"(1712, 429, 1343)","(40, 37, 84)"
"(494, 418, 1246)","(56, 50, 44)"
"(537, 447, 1540)","(43, 44, 65)"
"(1583, 462, 1634)","(59, 54, 39)"
"(2231, 184, 1282)","(50, 41, 61)"
"(650, 415, 2340)","(55, 74, 31)"
"(1774, 407, 2039)","(47, 71, 37)"
"(1671, 716, 1085)","(58, 30, 71)"
"(863, 206, 1086)","(35, 45, 79)"
"(1170, 458, 1874)","(57, 58, 37)"
"(1007, 508, 2242)","(51, 53, 45)"
"(826, 394, 1246)","(49, 69, 36)"
"(915, 378, 1237)","(57, 60, 37)"
"(1744, 407, 1471)","(60, 46, 44)"
"(307, 74, 2482)","(68, 40, 45)"
"(1408, 739, 394)","(41, 51, 60)"
"(861, 456, 1333)","(73, 45, 37)"
"(682, 517, 1622)","(56, 37, 59)"
"(609, 86, 3321)","(57, 48, 45)"
"(1407, 607, 1010)","(51, 40, 61)"
"(1942, 581, 92)","(38, 35, 92)"
"(1690, 624, 1642)","(58, 60, 35)"
"(834, 147, 2879)","(64, 34, 56)"
"(1425, 679, 1008)","(45, 42, 67)"
"(1450, 416, 1034)","(97, 33, 38)"
"(965, 383, 569)","(60, 71, 29)"
"(503, 187, 986)","(26, 67, 70)"
"(1459, 349, 1673)","(32, 54, 71)"
"(1022, 4, 1833)","(41, 98, 30)"
"(1125, 470, 1118)","(63, 52, 38)"
"(1923, 597, 227)","(62, 52, 39)"
"(1133, 763, 823)","(37, 64, 52)"
"(1141, 231, 1654)","(59, 54, 38)"
"(1126, 562, 1841)","(35, 99, 36)"
"(1384, 597, 1063)","(82, 43, 35)"
"(1499, 275, 1192)","(35, 40, 87)"
"(232, 518, 2097)","(39, 54, 60)"
"(751, 383, 249)","(37, 57, 60)"
"(310, 417, 2595)","(55, 79, 28)"
"(971, 425, 570)","(53, 44, 53)"
"(410, 460, 332)","(61, 79, 25)"
"(1720, 264, 1429)","(27, 59, 76)"
"(1015, 22, 1831)","(43, 42, 67)"
"(530, 443, 1580)","(75, 45, 37)"
"(1209, 576, 1431)","(78, 54, 29)"
"(1762, 491, 1567)","(58, 41, 53)"
"(1445, 455, 1669)","(69, 51, 35)"
"(1304, 768, 1546)","(64, 39, 50)"
"(1548, 876, 149)","(56, 43, 51)"
"(1608, 748, 20)","(45, 48, 57)"
"(1340, 751, 1545)","(75, 52, 32)"
"(701, 256, 1145)","(54, 57, 40)"
"(240, 841, 1715)","(54, 46, 50)"
"(1426, 345, 1714)","(29, 46, 91)"
"(1628, 594, 1980)","(60, 32, 63)"
"(249, 820, 1745)","(54, 65, 35)"
"(1590, 351, 2679)","(26, 70, 67)"
"(1368, 891, 619)","(50, 41, 61)"
"(1876, 33, 1317)","(40, 50, 61)"
"(928, 633, 550)","(47, 56, 47)"
"(983, 586, 1314)","(37, 73, 46)"
"(1758, 411, 1354)","(31, 59, 68)"
"(849, 335, 1159)","(53, 42, 56)"
"(1282, 232, 622)","(53, 51, 46)"
"(1075, 40, 1095)","(43, 67, 43)"
"(1496, 528, 1569)","(64, 30, 63)"
"(1499, 275, 1192)","(35, 40, 87)"
"(1680, 169, 1414)","(62, 45, 44)"
"(1491, 519, 1608)","(71, 54, 33)"
"(2385, 202, 1567)","(55, 60, 37)"
"(197, 157, 506)","(93, 53, 25)"
"(2144, 887, 3135)","(41, 49, 62)"
"(203, 337, 291)","(27, 74, 61)"
"(987, 353, 2794)","(59, 41, 51)"
"(1964, 187, 275)","(69, 44, 41)"
"(542, 372, 3376)","(27, 75, 62)"
"(1392, 469, 2094)","(33, 48, 77)"
"(497, 219, 977)","(40, 38, 81)"
"(780, 284, 1667)","(93, 55, 24)"
"(975, 320, 1388)","(37, 66, 51)"
"(1547, 44, 182)","(43, 31, 92)"
"(985, 344, 1390)","(28, 44, 100)"
"(232, 826, 1746)","(65, 64, 30)"
"(965, 339, 1314)","(41, 52, 58)"
"(783, 364, 202)","(55, 43, 52)"
"(1479, 494, 1463)","(44, 37, 77)"
"(1561, 383, 2617)","(30, 82, 50)"
"(1164, 647, 1652)","(37, 42, 79)"
"(780, 381, 2083)","(88, 49, 29)"
"(705, 261, 1802)","(54, 60, 38)"
"(946, 319, 1148)","(54, 58, 39)"
"(264, 274, 1555)","(39, 48, 66)"
"(198, 358, 296)","(41, 53, 56)"
"(1602, 850, 3329)","(75, 44, 37)"
"(1704, 548, 728)","(71, 35, 50)"
"(549, 116, 1582)","(31, 81, 50)"
"(815, 356, 2087)","(54, 32, 72)"
"(862, 577, 1378)","(66, 26, 72)"
"(342, 610, 241)","(54, 67, 34)"
"(1406, 306, 2760)","(56, 61, 37)"
"(613, 728, 2176)","(72, 56, 31)"
"(635, 311, 1686)","(63, 31, 63)"
"(23, 381, 1620)","(53, 43, 54)"
"(29, 660, 1176)","(58, 41, 52)"
"(931, 571, 377)","(31, 45, 88)"
"(161, 406, 149)","(27, 66, 68)"
"(872, 224, 3175)","(27, 72, 63)"
"(562, 265, 1726)","(47, 68, 39)"
"(687, 444, 2496)","(69, 54, 33)"
"(1630, 637, 1964)","(51, 59, 41)"
"(1057, 311, 1749)","(38, 53, 61)"
"(874, 241, 3191)","(49, 55, 46)"
"(780, 98, 2237)","(50, 51, 49)"
"(601, 236, 2999)","(45, 53, 52)"
"(1659, 231, 581)","(57, 87, 25)"
"(1451, 676, 1347)","(73, 62, 27)"
"(1069, 440, 2628)","(56, 46, 48)"
"(802, 296, 1672)","(53, 64, 36)"
"(2401, 173, 2456)","(56, 53, 42)"
"(1919, 585, 813)","(33, 55, 69)"
"(911, 642, 1515)","(82, 27, 56)"
"(2488, 600, 1388)","(35, 65, 54)"
"(837, 446, 2247)","(57, 30, 72)"
"(1454, 348, 1634)","(39, 49, 65)"
"(1924, 262, 2833)","(34, 67, 54)"
"(2144, 887, 3135)","(41, 49, 62)"
"(1397, 630, 1023)","(47, 57, 47)"
"(588, 403, 1505)","(29, 70, 61)"
"(382, 606, 1321)","(83, 49, 30)"
"(2401, 173, 2456)","(56, 53, 42)"
"(2413, 271, 1584)","(34, 62, 59)"
"(1258, 154, 1575)","(40, 62, 50)"
"(701, 456, 89)","(41, 60, 51)"
"(1272, 356, 2969)","(50, 34, 74)"
"(1259, 322, 2378)","(26, 74, 65)"
"(1451, 676, 1347)","(73, 62, 27)"
"(1043, 188, 780)","(66, 30, 63)"
"(2421, 400, 2846)","(75, 77, 21)"
"(83, 91, 1512)","(40, 70, 44)"
"(1439, 138, 2970)","(76, 21, 77)"
"(1186, 432, 1867)","(33, 58, 64)"
"(1661, 619, 1653)","(75, 66, 25)"
"(1022, 4, 1833)","(41, 98, 30)"
"(101, 697, 2867)","(44, 77, 36)"
"(1979, 372, 2494)","(54, 45, 51)"
"(1552, 410, 2603)","(57, 37, 58)"
"(1396, 728, 388)","(43, 51, 56)"
"(385, 611, 201)","(73, 24, 70)"
"(1980, 368, 2493)","(44, 49, 57)"
"(1075, 656, 1359)","(53, 58, 40)"
"(1682, 694, 847)","(53, 38, 61)"
"(1646, 623, 1989)","(53, 56, 42)"
"(1590, 212, 1401)","(93, 27, 49)"
"(722, 258, 1794)","(40, 55, 56)"
"(514, 427, 1547)","(58, 35, 62)"
"(491, 433, 2130)","(38, 53, 62)"
"(1367, 736, 1535)","(46, 48, 55)"
"(536, 84, 2044)","(68, 35, 52)"
"(1033, 644, 1287)","(45, 65, 42)"
"(1015, 258, 936)","(60, 40, 52)"
"(1153, 362, 2020)","(58, 41, 52)"
"(769, 394, 1743)","(22, 80, 69)"
"(815, 346, 1171)","(43, 68, 42)"
"(2457, 306, 3335)","(59, 70, 30)"
"(598, 679, 646)","(38, 39, 83)"
"(918, 291, 1648)","(55, 43, 51)"
"(250, 834, 1720)","(69, 64, 28)"
"(13, 318, 1350)","(41, 74, 41)"
"(344, 464, 7)","(59, 45, 46)"
"(588, 296, 1748)","(76, 28, 58)"
"(267, 371, 1356)","(29, 85, 49)"
"(360, 569, 1288)","(31, 74, 53)"
"(494, 359, 1310)","(28, 72, 61)"
"(1445, 451, 2781)","(28, 67, 67)"
"(1425, 679, 1008)","(45, 42, 67)"
"(1253, 460, 699)","(49, 54, 47)"
"(1028, 368, 2056)","(58, 59, 36)"
"(1083, 327, 953)","(44, 54, 52)"
"(1167, 216, 1446)","(50, 54, 46)"
"(666, 269, 1715)","(54, 76, 30)"
"(343, 216, 1236)","(29, 69, 61)"
"(843, 208, 1166)","(54, 49, 47)"
"(163, 777, 2291)","(43, 46, 62)"
"(1360, 384, 1390)","(70, 58, 31)"
"(632, 785, 2120)","(67, 45, 41)"
"(1415, 606, 987)","(35, 56, 63)"
"(869, 316, 1105)","(52, 36, 67)"
"(1465, 462, 1101)","(88, 43, 32)"
"(1034, 342, 1982)","(67, 26, 70)"
"(1287, 233, 619)","(53, 51, 45)"
"(1873, 354, 2191)","(64, 39, 49)"
"(1819, 23, 3075)","(33, 47, 79)"
"(922, 343, 1274)","(82, 49, 30)"
"(685, 263, 2217)","(70, 77, 23)"
"(817, 374, 1206)","(40, 52, 60)"
"(2487, 249, 1577)","(37, 61, 56)"
"(1427, 492, 2849)","(43, 68, 43)"
"(163, 534, 1178)","(68, 54, 34)"
"(1259, 326, 1828)","(35, 38, 93)"
"(954, 628, 1327)","(60, 65, 32)"
"(359, 597, 1270)","(89, 33, 41)"
"(1244, 172, 1564)","(58, 34, 63)"
"(1522, 371, 1603)","(56, 71, 31)"
"(1851, 323, 2636)","(39, 60, 53)"
"(602, 275, 1717)","(72, 47, 37)"
"(462, 388, 2074)","(54, 47, 49)"
"(743, 16, 2497)","(85, 27, 54)"
"(277, 435, 1404)","(45, 46, 59)"
"(1211, 598, 3015)","(54, 41, 55)"
"(333, 839, 781)","(63, 72, 27)"
"(631, 226, 694)","(25, 67, 74)"
"(291, 435, 2175)","(65, 67, 28)"
"(953, 374, 1165)","(30, 56, 73)"
"(1742, 447, 1260)","(52, 50, 47)"
"(1386, 448, 1486)","(61, 49, 41)"
"(271, 833, 1712)","(51, 48, 51)"
"(625, 52, 2122)","(44, 48, 59)"
"(615, 720, 2169)","(40, 63, 48)"
"(690, 266, 1145)","(27, 79, 58)"
"(784, 303, 684)","(31, 63, 64)"
"(750, 382, 1774)","(49, 68, 37)"
"(1373, 97, 3336)","(63, 42, 46)"
"(1204, 457, 1884)","(78, 56, 28)"
"(780, 381, 2083)","(88, 49, 29)"
"(1216, 205, 1997)","(39, 55, 58)"
"(1000, 573, 1357)","(32, 69, 55)"
"(1384, 597, 1063)","(82, 43, 35)"
"(685, 281, 2203)","(44, 71, 40)"
"(1391, 755, 430)","(58, 60, 35)"
"(47, 376, 146)","(40, 55, 56)"
"(1526, 338, 1861)","(68, 55, 33)"
"(831, 353, 1206)","(54, 45, 50)"
"(707, 330, 2159)","(32, 58, 64)"
"(1522, 371, 1603)","(56, 71, 31)"
"(1237, 455, 1878)","(51, 56, 43)"
"(1274, 422, 710)","(46, 70, 38)"
"(1918, 36, 1289)","(39, 33, 96)"
"(262, 275, 1561)","(68, 42, 43)"
"(2428, 420, 2826)","(84, 33, 44)"
"(760, 289, 1692)","(58, 55, 39)"
"(943, 533, 377)","(28, 62, 72)"
"(1475, 344, 1643)","(56, 37, 59)"
"(313, 673, 1495)","(39, 64, 50)"
"(656, 802, 2087)","(32, 70, 56)"
